itemID,korName,engName,specialRule,nationName
820,화살,Arrow,,korea
821,골프 스윙 연습기,Golf swing trainers,,korea
823,총열,Barrel,"단, 위탁수하물로 반입할 경우, 해당 항공사에게 총기소지허가서 또는 수출입허가서 등 관련서류를 확인시키고, 총알과 분리한 후, 단단한 보관함에 넣은 경우에만 가능It should be carried as checked baggage must be unloaded, packed in a locked hard-sided container, and declared to the airline at check-in.",korea
827,호버보드,Hoverboard,"단, 배터리가 없는 경우에만 반입 가능A hoverboard with batteries are not permitted to be carried as carry-on and checked baggage.",korea
822,갓김치,Leaf mustard kimchi,"[국내선] 객실, 위탁수하물 반입 가능[국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 액체 포함 음식물은 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용* 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flights] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage. Foods containing liquid are carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Secuiryt Act.* LAGs restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100ml,g) bottles or less (by volume), 1 quart size clear plastic zip top bag. For controlled LAGs but comercially available medicine the amount needed by the passenger during the flight may be allowed as carry-on or checked baggage without a zip-lock bag.",korea
828,알콜음료 (24도 이상 ~ 70도 미만),Alcoholic beverages (more than 24% and less than 70% alcohol by volume),"[국내선] 1인당 5리터(L)까지 객실, 위탁수하물 반입 가능    [국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용                                                                 * 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flights] Alcoholic beverages containing more than 24% and less than 70% alcohol by volume up to 5L are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage but the above item is carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Secuiryt Act.* LAGs(Liquids, Aerosols and Gels) Restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
831,정(정길이 6cm 이하),Burin with a blade of 6cm or less,,korea
834,전자담배,Electronic cigarette,,korea
842,립밤,Lip balm,"[국내선] 객실, 위탁수하물 반입 가능                           [국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용                                                                     * 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flights] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage. liquid, aerosol and gel  items are carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Secuiryt Act.* LAGs Restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
844,작살총,Speargun,"소지자는 ""총포화약법""에 따라 소지허가를 요하며, 국제선의 경우 국가별 규정이 상이하므로 해당국가의 규정 확인 필요. ""총포화약법""에 따른 총포 소지허가 위반시 10년이하의 징역 또는 5천만원 이하의 벌금에 처할 수 있음.",korea
852,의료용 식염수,Saline for medical use,"[국내선] 객실, 위탁수하물 반입 가능[국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거액체·겔·분무류 통제 적용물품이나, 시판약품의 경우 비행여정에 적합한 용량은 투명비닐지퍼백 없이 반입 가능* 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flgihts] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage. For controlled LAGs restrictions but comercially available medicine the amount needed by the passenger during the flight may be allowed as carry-on baggage without 1 quart size clear plastic zip top bag.* LAGs restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
860,홍삼 농축액,Red ginseng extract,"[국내선] 객실, 위탁수하물 반입 가능[국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용* 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flights] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage but the above item is carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Secuiryt Act.* LAGs restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
884,얼음조각칼,Ice carving knife,,korea
893,한방술,Asian liquor,"[국내선] 알코올성 음료는 ① 24도(%) 미만인 경우 양의 제한 없이 객실, 위탁수하물 반입 가능, ② 24도(%) 이상 70도(%) 미만인 경우 1인당 5L까지 객실, 위탁수하물 반입 가능, ③ 70도(%) 이상인 경우 객실, 위탁수하물 반입 불가                      \n\n[국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용                                                                  \n\n* 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능                                                               [Domestic flights] Alcoholic beverages containing ① less than 24% alcohol by volume, there are no limit on the amount as carry-on or checked baggage, ② more than 24% but not more than 7 % alcohol by volume are allowed only 5 liters as carry-on or checked baggage, ③ more than 70% alcohol by volume must not be carried.\n                                                 \n[International flights] The same restrictions as domestic flights apply for checked baggage but the above item is carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Security Act.\n                                           \n * LAGs restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
905,질산암모늄 비료,ammonium nitrate fertilizer,,korea
837,마가린,Margarine,"[국내선] 객실, 위탁수하물 반입 가능                           [국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용                                                                     * 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flights] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage. liquid, aerosol and gel  items are carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Secuiryt Act.* LAGs Restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
846,된장,Soybean paste,"[국내선] 객실, 위탁수하물 반입 가능                          [국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용                                                                  * 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flights] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage but the above item is carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Secuiryt Act.* LAGs restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
853,콜라,Cola,"[국내선] 객실, 위탁수하물 반입 가능[국제선] 위탁수하물 반입 시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용* 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flights] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage but the above item is carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Secuiryt Act.* LAGs restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
859,양궁,Archery,,korea
882,야구 배트,Baseball bats,,korea
899,모의 총기류,Fake guns,"단, 모의총포에 해당할 경우 공항 경찰대에서 추가적인 조사가 이루어질 수 있음If imitation guns are under application of article 11 of  the Control of Firearms, Swords, Explosives, etc. Act, they should be performed additonal inspection by the airport police",korea
933,한라봉,Hallabong,"* 국제선 이용 시 참고사항 : 대부분 해외 국가의 식물검역기관에서 병해충 문제로 자국 반입을 금지하고 있음. 먹다 남은 과일도 도착지 국가 반입 시에 폐기, 반송, 과태료 등 불이익이 따를 수 있어 도착 전 항공기에서 모두 섭취 또는 폐기 바람* Notice for using international line : Above items are prohibited from bringing in the most of arrival countries by their plant quarantine authority due to disease and insect pest. These items including leftover fruits can be disposed or returned when bringing in the arrival country, and also fine can be charged for it, so it is desirable for you to eat or dispose these items in the flight before the arrival.",korea
945,액상 초콜릿,Liquid chocolate,"[국내선] 객실, 위탁수하물 반입 가능                          [국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용                                                                  * 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flights] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage but the above item is carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Secuiryt Act.* LAGs restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
958,샌드위치,Sandwich,"* 국제선 이용 시 참고사항 : 대부분 해외 국가의 동물검역기관에서 가축전염병 문제로 육가공품에 대한 자국 반입을 제한하고 있음. 햄, 고기가 속재료로 사용된 샌드위치는 도착지 국가 반입 시에 폐기, 반송, 과태료 등 불이익이 따를 수 있어 도착 전 항공기에서 섭취 권장* Notice for using internatioanl line : Above items consisting of meat or ham are restricted from bringing in the most of arrival countries by their animal quarantine authority due to infectious diseases in domestic animals. These items including processed meats can be disposed or returned when bringing in the arrival country, and also fine can be charged for it, so it is desirable for you to eat these items in the flight before the arrival.",korea
971,액젓류,Aekjeots,"[국내선] 객실, 위탁수하물 반입 가능[국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 액체 포함 음식물은 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용* 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flights] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage. Foods containing liquid are carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Secuiryt Act.* LAGs restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag. For controlled LAGs but comercially available medicine the amount needed by the passenger during the flight may be allowed as carry-on or checked baggage without a zip-lock bag.",korea
1073,제초제,Herbcide,,korea
1107,빙벽 등반용 스틱,Ice climbing stick,,korea
1113,볼트건(볼트총),Bolt gun,,korea
838,햄버거,Hamburger,"* 국제선 이용 시 참고사항 : 대부분 해외 국가의 동물검역기관에서 가축전염병 문제로 육가공품에 대한 자국 반입을 제한하고 있음. 햄, 고기가 속재료로 사용된 햄버거는 도착지 국가 반입 시에 폐기, 반송, 과태료 등 불이익이 따를 수 있어 도착 전 항공기에서 섭취 권장* Notice for using internatioanl line : Above items consisting of meat or ham are restricted from bringing in the most of arrival countries by their animal quarantine authority due to infectious diseases in domestic animals. These items including processed meats can be disposed or returned when bringing in the arrival country, and also fine can be charged for it, so it is desirable for you to eat these items in the flight before the arrival.",korea
848,믹스기 칼날,Mixer blade,,korea
863,모형실탄(악세사리류),mock ammunition(for accessory),실제 실탄으로 만든 모형실탄은 객실 반입 불가ammunition accessaries made of actual ammunition not allowed into cabin,korea
876,액상 위장약,Stomach liquid medicine,"[국내선] 객실, 위탁수하물 반입 가능                                   [국제선] 위탁수하물 반입 시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용물품이나, 시판약품 또는 의사처방전이 있는 처방 약품의 경우 비행여정에 적합한 용량은 투명비닐지퍼백이 없더라도 객실 허용 가능                                                      * 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능, 의약품인 경우 의사 처방전 등 관련 증명서를 보안검색요원에게 제시하고 적정하다고 판단될 경우 비행중 필요한 용량에 한해 객실 반입 가능[Domestic flgihts] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage. For controlled LAGs restrictions but comercially available medicines or prescription medicines with doctor's letters the amount needed by the passenger during the flight may be allowed as carry-on baggage without 1 quart size clear plastic zip top bag.* LAGs restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag. For controlled LAGs but comercially available medicine the amount needed by the passenger during the flight may be allowed as carry-on or checked baggage without a zip-lock bag.",korea
880,석탄,Coal,,korea
891,후르츠칵테일 통조림,Canned fruit cocktail,"[국내선] 객실, 위탁수하물 반입 가능                          [국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 액체 포함 통조림류(참치, 꽁치, 장조림, 깻잎, 후르츠칵테일 등)는 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용                                                                         * 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flgihts] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage. Can foods containing liquid (e.g. tuna, soy sauce meat, perilla leaf, fruit cocktail etc.) are carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Secuiryt Act.* LAGs Restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
901,스프레드류,Spreads,"[국내선] 객실, 위탁수하물 반입 가능                          [국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용                                                                  * 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flights] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage but the above item is carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Secuiryt Act.* LAGs restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
912,산악용 망치,Climbing hammer,,korea
922,고체 초콜릿,Solid chocolate,,korea
934,아동용 킥보드(씽씽카),Micro kickboard,"단, 배터리가 없는 경우에만 반입 가능A kicboard with batteries are not permitted to be carried as carry-on and checked baggage.",korea
948,크림 치즈,Cheese(Creamy),"[국내선] 객실, 위탁수하물 반입 가능[국제선] 위탁수하물 반입 시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용* 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능** 국제선 이용 시 참고사항 : 대부분 해외 국가의 동물검역기관에서 가축전염병 문제로 유가공품에 대한 자국 반입을 제한하고 있음. 도착지 국가 반입 시에 폐기, 반송, 과태료 등 불이익이 따를 수 있어 도착 전 항공기에서 모두 섭취 권장* Notice for using international line : Above items are restricted from bringing in the most of arrival countries by their animal quarantine authority due to infectious diseases in domestic animals. These items including milk products can be disposed or returned when bringing in the arrival country, and also fine can be charged for it, so it is desirable for you to eat these items in the flight before the arrival.",korea
960,빙초산,Glacial acetic acid,,korea
995,장아찌,Pickled vegetables,"[국내선] 객실, 위탁수하물 반입 가능[국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 액체 포함 음식물은 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용* 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flights] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage. Foods containing liquid are carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Security Act.* LAGs restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
839,참치액젓,Tuna aekjeot,"[국내선] 객실, 위탁수하물 반입 가능[국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 액체 포함 음식물은 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용* 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flights] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage. Foods containing liquid are carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Secuiryt Act.* LAGs restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag. For controlled LAGs but comercially available medicine the amount needed by the passenger during the flight may be allowed as carry-on or checked baggage without a zip-lock bag.",korea
849,보트 노,Boat paddles,,korea
856,굴액젓,Oyster aekjeot,"[국내선] 객실, 위탁수하물 반입 가능[국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 액체 포함 음식물은 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용* 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flights] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage. Foods containing liquid are carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Secuiryt Act.* LAGs restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag. For controlled LAGs but comercially available medicine the amount needed by the passenger during the flight may be allowed as carry-on or checked baggage without a zip-lock bag.",korea
861,헤어스프레이,Hair spray,"[국내선] 개별 용기당 500ml(0.5kg)이하로 1인당 2L(2kg) 이하까지만 객실 및 위탁수하물 반입 가능 [국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용                     * 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flights] Items not exceeding 500ml(0.5kg) per person and up to 2L(2kg) are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage but the above item is carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Secuiryt Act.* LAGs(Liquids, Aerosols and Gels) Restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100ml,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
862,인화성 살충제,Flammable Pesticide,,korea
864,망치,Hammer,,korea
867,헤어 트리트먼트,Hair treatment,"[국내선] 객실, 위탁수하물 반입 가능                           [국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용                                                                     * 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flights] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage. liquid, aerosol and gel  items are carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Secuiryt Act.* LAGs Restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100ml,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
868,생수,Bottled water,"[국내선] 객실, 위탁수하물 반입 가능                           [국제선] 위탁수하물 반입 시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용물품이나 유아를 동반할 경우 유아용 우유, 물, 주스, 모유, 액체·겔·죽 형태의 음식은 100ml 이상이라도 비행여정에 적합한 용량은 허용됨                                                                   * 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flights] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage but the above item is carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Secuiryt Act. When travelling with a baby you are allowed baby formula and food are allowed in excess 100ml in resanable quantities.* LAGs restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
869,방사능 물질,Radioactive material,,korea
871,카약 노,Kayak paddles,,korea
872,송곳,"Awl, Gimlets",,korea
877,접이식 칼,Foldable knife,,korea
881,전동 킥보드,Electric kickboard,"단, 배터리가 없는 경우에만 반입 가능A kicboard with batteries are not permitted to be carried as carry-on and checked baggage.",korea
888,당구큐,Billiard cues,,korea
889,다이너마이트,Dynamite,,korea
900,장도리,Claw hammer,,korea
3020,공구,Tool,공구 품목별로 검색 바랍니다. 접이식 공구의 경우 펼친 상태에서 길이를 재어보고 객실 반입 여부를 정합니다.Please search by item by item. Folding tools shall be measured in fully extended positon.,korea
878,산소 스프레이(의료용),Oxygen spray (Medical),"항공위험물 운송기술기준에 따라 1. 개별품목 당 0.5kg 또는 0.5리터를 초과하지 않을 것 2. 의도치 않게 내용물이 분출되지 않도록 캡을 씌우거나 적절한 보호 장치가 되어 있을 것 3. 승객 1인당 총 순수량이 2kg 또는 2리터를 초과하지 않을 것 단, 승객은 의료용임을 증명하는 서류를 제출하여야 함LAGs Restrictions : 1. Not to exceed 0.5 kg or 0.5 liter per individual item 2. To prevent unintentional ejection of contents, caps or appropriate protection devices should be provided. 3. Total net weight per passenger shall not exceed 2 kg or 2 liters. Passengers should submit documents proving that it is for medical use.",korea
892,즉석발열조리식품,Instant Cooking Food(Hot pack),,korea
902,크리켓 배트,Cricket bats,,korea
913,리스테린(구강세정제),Listerine(Mouthwash),"[국내선] 객실, 위탁수하물 반입 가능[국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용물품이나, 의사처방전이 있는 처방 약품의 경우 비행여정에 적합한 용량은 투명비닐지퍼백 없이 반입 가능* 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능, 의약품인 경우 의사 처방전 등 관련 증명서를 보안검색요원에게 제시하고 적정하다고 판단될 경우 비행중 필요한 용량에 한해 객실 반입 가능[Domestic flgihts] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage. For controlled liquid-aerosol-gel but prescription medicines with doctor's letters the amount needed by the passenger during the flight may be allowed as carry-on baggage without 1 quart size clear plastic zip top bag.* LAGs(Liquids, Aerosols and Gels) Restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
923,애플 맥북프로,Apple MacBook Pro,"2015년 9월부터 2017년 2월 사이 판매된 15인치 맥북 프로 제품에 한해 적용되며, 화재 예방을 위해 객실 반입 시 전원을 끄고 충전하지 말 것The ban applies to 15-inch MacBook Pro units primarily sold between September 2015 and February 2017 for overheat, potentially swelling or igniting. Passenger should not turn on or charge MacBook Pro which on board an aircraft.",korea
936,세안폼,Facial foam,"[국내선] 객실, 위탁수하물 반입 가능                           [국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용                                                                     * 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flights] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage. liquid, aerosol and gel  items are carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Secuiryt Act.* LAGs Restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
949,떡,Rice cake,,korea
963,텐트못 (6cm 초과),Tent peg (longer than 6cm),,korea
976,손톱정리용 가위,Nail scissors,,korea
989,액체비누,Liquid soap,"[국내선] 객실, 위탁수하물 반입 가능                           [국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용                                                                     * 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flights] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage. liquid, aerosol and gel  items are carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Secuiryt Act.* LAGs Restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
